"DateTime","Aave - Price","Aave - Market Cap","Aave - Fully Diluted Market Cap","Aave - Fees","Aave - Circulating Supply"
"2023-02-28 00:00:00",77.554281275,1108137044.39162,1240868500.3999999,36127.540554076615,14288535.57874138
"2023-03-01 00:00:00",82.792940028,1182105642.1432,1324687040.448,35445.303124546524,14288961.159812601
"2023-03-02 00:00:00",79.812686564,1139653977.11462,1277002985.0240002,42018.59242730042,14289057.22248093
"2023-03-03 00:00:00",76.853508216,1097749813.18753,1229656131.4559999,58171.02915673746,14289273.79082978
"2023-03-04 00:00:00",75.424740828,1077853012.08218,1206795853.248,36221.09749721126,14289336.394000132
"2023-03-05 00:00:00",74.952317816,1071246170.34518,1199237085.056,34497.120779667064,14298128.188808817
"2023-03-06 00:00:00",76.705972047,1097229204.09733,1227295552.752,34072.207980527826,14298266.569657497
"2023-03-07 00:00:00",75.272168649,1073022400.67235,1204354698.3839998,36125.999026366146,14298417.424230356
"2023-03-08 00:00:00",71.631505865,1024759061.76409,1146104093.84,43136.11286376845,14299944.054162398
"2023-03-09 00:00:00",68.681472059,979879919.212463,1098903552.944,420280.5486450722,14305114.525770407
"2023-03-10 00:00:00",68.369281302,980306652.256186,1093908500.832,199277.8027109052,14318930.038555037
"2023-03-11 00:00:00",67.014740873,956245698.273045,1072235853.9679999,781139.0458497196,14322284.869370067
"2023-03-12 00:00:00",73.054006156,1042230497.219,1168864098.496,360189.61076702026,14322928.154680474
"2023-03-13 00:00:00",76.022334931,1091630762.40026,1216357358.8960001,464637.8378005571,14324358.597544177
"2023-03-14 00:00:00",79.401235122,1137826524.2637,1270419761.9520001,120964.6068800863,14324470.226686584
"2023-03-15 00:00:00",74.120338033,1061589127.28638,1185925408.5279999,59757.07221451028,14324800.970631529
"2023-03-16 00:00:00",75.453805415,1081559175.86494,1207260886.64,48655.15259941155,14325449.065130502
"2023-03-17 00:00:00",80.782895895,1155739483.45172,1292526334.32,615310.7122644077,14327254.559785469
"2023-03-18 00:00:00",78.095004117,1118933014.90776,1249520065.872,58436.40410705236,14328438.853108369
"2023-03-19 00:00:00",80.275963519,1155065849.64092,1284415416.304,55333.97270286121,14329017.315395812
"2023-03-20 00:00:00",76.645465574,1098292040.28647,1226327449.184,54329.570576320955,14329510.977157429
"2023-03-21 00:00:00",79.346971849,1133660058.17996,1269551549.5839999,55644.02121575278,14329804.619844649
"2023-03-22 00:00:00",75.663822411,1083107591.38617,1210621158.576,66405.15675963783,14330482.131338077
"2023-03-23 00:00:00",77.606370725,1110210372.71156,1241701931.6000001,54864.84362104295,14331337.803143287
"2023-03-24 00:00:00",73.447073052,1052509788.45762,1175153168.8319998,56240.32092909738,14332779.122736754
"2023-03-25 00:00:00",71.809720216,1029225750.79657,1148955523.456,54660.225891527225,14332894.101890327
"2023-03-26 00:00:00",72.988612439,1049354675.46704,1167817799.024,53960.58603244151,14333042.289987609
"2023-03-27 00:00:00",69.96925821,1000622821.40388,1119508131.3600001,75801.78585567807,14333789.399862105
"2023-03-28 00:00:00",70.732338796,1012071251.56145,1131717420.7359998,58847.56951249454,14334160.035831828
"2023-03-29 00:00:00",72.893505896,1044715439.7701,1166296094.336,56240.48496238136,14334878.620698059
"2023-03-30 00:00:00",71.377535727,1022260829.58911,1142040571.632,66894.73205914715,14335212.229509464
"2023-03-31 00:00:00",74.318324954,1067120402.01799,1189093199.2640002,73955.77925250557,14351689.365507273
"2023-04-01 00:00:00",74.21807643,1065383047.53182,1187489222.8799999,62048.35007055083,14352016.981526852
"2023-04-02 00:00:00",73.14005939,1048739405.74556,1170240950.24,61479.09009818743,14352359.856931191
"2023-04-03 00:00:00",73.654518323,1059669777.43993,1178472293.168,60884.21329143964,14353688.218114633
"2023-04-04 00:00:00",76.410807045,1096580739.08524,1222572912.72,92538.46823600699,14355968.387368616
"2023-04-05 00:00:00",78.306211832,1125777759.1289,1252899389.312,87415.96326677903,14356281.137416383
"2023-04-06 00:00:00",80.473862309,1156794192.32148,1287581796.944,71281.36752801832,14356859.021305205
"2023-04-07 00:00:00",78.382328189,1124919403.50473,1254117251.0240002,75205.8224062696,14357028.528740006
"2023-04-08 00:00:00",76.372172148,1096901781.73421,1221954754.368,73410.87053792475,14359033.07409693
"2023-04-09 00:00:00",76.309392275,1097472352.84461,1220950276.3999999,67289.81150962292,14359077.512704562
"2023-04-10 00:00:00",78.395739027,1126362164.61364,1254331824.4320002,72164.3089291512,14360467.887097059
"2023-04-11 00:00:00",79.123075875,1134900938.64243,1265969214,86733.9199436694,14361033.436560748
"2023-04-12 00:00:00",78.992282789,1135804719.27087,1263876524.624,77018.08290374168,14361769.555307688
"2023-04-13 00:00:00",81.173648569,1166043886.67486,1298778377.1039999,141469.95176465443,14363436.4405527
"2023-04-14 00:00:00",82.60845447,1186689169.58893,1321735271.52,157019.48230606306,14363918.149742572
"2023-04-15 00:00:00",82.661262196,1189585042.84109,1322580195.136,92143.13058283893,14364149.155505039
"2023-04-16 00:00:00",83.105688451,1192213229.21754,1329691015.216,82702.01966642673,14365144.682659112
"2023-04-17 00:00:00",81.05303091,1163524095.67306,1296848494.5600002,67617.34620765939,14365259.338818138
"2023-04-18 00:00:00",81.865466385,1176276774.03024,1309847462.16,75168.57465025868,14365383.110759767
"2023-04-19 00:00:00",73.876887473,1059915322.59501,1182030199.5679998,94067.22902374795,14365393.650398681
"2023-04-20 00:00:00",72.353357851,1038531765.83698,1157653725.616,75269.22770583474,14365744.146308102
"2023-04-21 00:00:00",69.051363656,991262639.222443,1104821818.496,91786.78389658022,14365908.93333893
"2023-04-22 00:00:00",70.935668168,1018555643.43935,1134970690.6880002,60379.834000290386,14366085.614238435
"2023-04-23 00:00:00",70.324240225,1007908451.27945,1125187843.6,74765.04271518756,14366261.239798283
"2023-04-24 00:00:00",69.828548279,1002965635.65476,1117256772.464,71306.92686735372,14366918.285857573
"2023-04-25 00:00:00",71.263980906,1023982065.02006,1140223694.496,183250.60430437097,14368188.912924765
