"DateTime","Morpho - Price","Morpho - Market Cap","Morpho - Fully Diluted Market Cap","Morpho - Fees","Morpho - Circulating Supply"
"2025-05-03 00:00:00",1.358360963,358219924.117785,1358360963,194418,263744745.552335
"2025-05-04 00:00:00",1.352759939,356016358.293976,1352759939,219133,263746629.530179
"2025-05-05 00:00:00",1.386470358,365680750.314459,1386470358,218973,263748561.115146
"2025-05-06 00:00:00",1.347176101,355946748.227467,1347176101,188555,263802104.155967
"2025-05-07 00:00:00",1.263477497,333322694.345018,1263477497,195313,263802105.150754
"2025-05-08 00:00:00",1.500099118,395764804.373343,1500099118,203396,263842003.771203
"2025-05-09 00:00:00",1.495943423,394673197.568392,1495943423,235366,263842005.655663
"2025-05-10 00:00:00",1.694592132,446873639.692985,1694592132,203738,263842957.962552
"2025-05-11 00:00:00",1.600141925,423427722.590922,1600141925,228603,264019318.556122
"2025-05-12 00:00:00",1.620121481,428670692.808386,1620121481,252246,264520678.53462
"2025-05-13 00:00:00",1.742538921,460629360.27406,1742538921,232231,264530299.313755
"2025-05-14 00:00:00",1.671569321,441682036.681771,1671569321,261104,264541324.339433
"2025-05-15 00:00:00",1.647117883,435967034.437708,1647117883,248193,264573707.681087
"2025-05-16 00:00:00",1.618173842,428205263.660709,1618173842,262452,264573805.877659
"2025-05-17 00:00:00",1.523587802,403678647.940278,1523587802,258338,305554749.118984
"2025-05-18 00:00:00",1.617222304,425974798.27416,1617222304,255369,264602509.343709
"2025-05-19 00:00:00",1.662117725,452100051.966747,1662117725,285716,272120650.820811
"2025-05-20 00:00:00",1.67513944,455356670.52767,1675139440,259685,272120651.145797
"2025-05-21 00:00:00",1.674069203,456145489.756131,1674069203,270886,272422440.340677
"2025-05-22 00:00:00",1.711096379,465658537.5314,1711096379,272555,272428451.066216
"2025-05-23 00:00:00",1.527840976,415232145.048407,1527840976,374259,272515060.101816
"2025-05-24 00:00:00",1.510543651,411658934.514216,1510543651,284480,272536753.50118
"2025-05-25 00:00:00",1.505658116,410273576.485303,1505658116,276875,272557498.203979
"2025-05-26 00:00:00",1.470811464,400610935.437551,1470811464,281330,272558440.046829
"2025-05-27 00:00:00",1.487733461,405486443.004851,1487733461,276128,272565363.964128
"2025-05-28 00:00:00",1.444552975,396467423.084477,1444552975,275442,271458111.1903
"2025-05-29 00:00:00",1.398576454,383982810.263963,1398576454,267285,273439115.318231
"2025-05-30 00:00:00",1.278157271,350691885.182395,1278157271,268540,311947313.14813
"2025-05-31 00:00:00",1.319693806,362301925.787205,1319693806,250816,273439617.429666
"2025-06-01 00:00:00",1.36089415,373652965.857957,1360894150,253688,273441008.283174
"2025-06-02 00:00:00",1.358226042,372900195.27634,1358226042,270070,273483201.709902
"2025-06-03 00:00:00",1.396143827,393816510.1575,1396143827,260735,282078777.753142
"2025-06-04 00:00:00",1.388467054,391646041.938302,1388467054,287137,282078844.81824
"2025-06-05 00:00:00",1.269236053,358311103.970617,1269236053,322723,282083462.670478
"2025-06-06 00:00:00",1.301144296,367396089.655643,1301144296,305004,320542533.14813
"2025-06-07 00:00:00",1.384182906,390865909.387673,1384182906,280243,282136520.342251
"2025-06-08 00:00:00",1.385819257,391048272.877666,1385819257,322737,282495950.364537
"2025-06-09 00:00:00",1.522165579,429417089.525534,1522165579,338053,282505592.584187
"2025-06-10 00:00:00",1.598949266,451780830.844528,1598949266,290245,282505603.01606
"2025-06-11 00:00:00",1.581323004,446850719.017116,1581323004,294475,282699890.108845
"2025-06-12 00:00:00",1.492007731,421961176.550285,1492007731,336598,282720028.91336
"2025-06-13 00:00:00",1.445177534,445396173.992771,1445177534,282954,282795622.590915
"2025-06-14 00:00:00",1.39761262,430729589.629163,1397612620,319331,307888369.70493
"2025-06-15 00:00:00",1.409362529,434445928.31577,1409362529,294043,307909744.69393
"2025-06-16 00:00:00",1.456920341,449707056.094624,1456920341,327467,308089557.189259
"2025-06-17 00:00:00",1.367807298,421363231.107628,1367807298,307859,308091043.666572
"2025-06-18 00:00:00",1.363111515,420252287.193158,1363111515,303413,308367124.97826
"2025-06-19 00:00:00",1.286344354,396955904.890588,1286344354,291907,308370629.432681
"2025-06-20 00:00:00",1.190964534,367442567.192327,1190964534,297194,308507413.516551
"2025-06-21 00:00:00",1.1376059,349959383.285053,1137605900,296052,308507853.936245
"2025-06-22 00:00:00",1.163083192,358794044.746052,1163083192,316008,308520804.276208
"2025-06-23 00:00:00",1.367171095,421772621.061063,1367171095,304887,308670584.724415
"2025-06-24 00:00:00",1.398824295,431004548.261074,1398824295,290888,310632324.58424
"2025-06-25 00:00:00",1.389411831,431551794.91729,1389411831,307934,310632356.626505
"2025-06-26 00:00:00",1.358434229,422528639.048457,1358434229,291631,310959237.734414
"2025-06-27 00:00:00",1.343915171,417915615.923922,1343915171,308173,310982217.525657
"2025-06-28 00:00:00",1.377018145,428233355.564671,1377018145,297403,311013709.996316
"2025-06-29 00:00:00",1.425600285,443469136.003545,1425600285,299161,320642533.14813
"2025-06-30 00:00:00",1.347041163,419346638.437495,1347041163,312792,311224454.132741
"2025-07-01 00:00:00",1.277693229,397481080.712829,1277693229,309639,311318455.867835
"2025-07-02 00:00:00",1.38519694,431276892.183645,1385196940,303083,311331900.035453
"2025-07-03 00:00:00",1.408604732,438605210.109506,1408604732,313571,311356348.62855
"2025-07-04 00:00:00",1.343966478,418109556.70704,1343966478,286303,311373513.995125
"2025-07-05 00:00:00",1.357162258,422721968.152208,1357162258,322260,311374107.282084
"2025-07-06 00:00:00",1.391772478,433401283.259379,1391772478,299745,311416339.921694
"2025-07-07 00:00:00",1.352605922,431741075.728336,1352605922,317264,319220375.248455
"2025-07-08 00:00:00",1.408640231,449528089.408453,1408640231,328587,319221139.371378
"2025-07-09 00:00:00",1.580993036,505049925.748951,1580993036,315690,319229446.385561
"2025-07-10 00:00:00",1.694311089,540849160.33698,1694311089,340361,319275856.49037
"2025-07-11 00:00:00",1.7001157,542940572.222285,1700115700,363619,319507681.105601
"2025-07-12 00:00:00",1.668887456,533585609.074752,1668887456,381711,319714295.975362
"2025-07-13 00:00:00",1.909081221,610593043.457937,1909081221,373308,319714295.980148
"2025-07-14 00:00:00",1.825675702,583340904.436779,1825675702,410757,319723045.421116
"2025-07-15 00:00:00",2.106182804,674986736.561236,2106182804,461279,319843537.369611
"2025-07-16 00:00:00",2.086032156,667863847.712143,2086032156,471632,319873765.430004
"2025-07-17 00:00:00",2.078213623,665984035.165233,2078213623,492915,319906958.754554
"2025-07-18 00:00:00",2.049135541,656059725.055369,2049135541,524064,320276791.700123
"2025-07-19 00:00:00",2.002151571,640707810.624393,2002151571.0000002,455245,320278727.343589
"2025-07-20 00:00:00",2.166007749,693501729.227518,2166007749,471841,320280797.704348
"2025-07-21 00:00:00",2.033175948,651451335.862464,2033175947.9999998,517305,320283648.268501
"2025-07-22 00:00:00",2.031069178,649977131.690433,2031069178,552714,320283654.1546
"2025-07-23 00:00:00",1.891178408,604419522.038903,1891178408,546357,320363817.990578
"2025-07-24 00:00:00",1.912838266,612458742.274093,1912838266,524153,320367036.005362
"2025-07-25 00:00:00",1.944077662,621886578.993921,1944077662,532336,320371900.733729
"2025-07-26 00:00:00",1.968701168,630628980.837972,1968701168,532469,320371994.801749
"2025-07-27 00:00:00",1.962339181,627979191.621515,1962339181,537122,320372020.798093
"2025-07-28 00:00:00",1.757963995,563219087.930542,1757963995,553390,322901648.413239
"2025-07-29 00:00:00",1.803555335,582371074.109355,1803555335,522539,322901720.863482
"2025-07-30 00:00:00",1.806358002,583606088.105075,1806358002,549400,322901724.446279
"2025-07-31 00:00:00",1.738120844,561296013.741912,1738120844,626780,322931192.766068
"2025-08-01 00:00:00",1.638741905,529419330.803521,1638741905,614733,322931199.539666
"2025-08-02 00:00:00",1.599045706,517150540.847954,1599045706,546518,323138975.042266
"2025-08-03 00:00:00",1.737244919,561371557.597607,1737244919,519345,323138983.76676
"2025-08-04 00:00:00",1.832677819,592335755.857777,1832677819,563942,323142203.926915
"2025-08-05 00:00:00",1.808538328,584394049.167577,1808538328,590076,323142532.14813
"2025-08-06 00:00:00",1.840851358,594831004.302712,1840851358,633312,323148877.915384
"2025-08-07 00:00:00",1.97614028,638400071.678545,1976140280,592379,323186330.244206
"2025-08-08 00:00:00",2.035874289,659148015.973175,2035874289,607414,323690022.171991
"2025-08-09 00:00:00",2.169990334,702502793.608327,2169990334,602081,323690528.064089
"2025-08-10 00:00:00",2.153695977,696823421.11199,2153695977,602618,323705732.271063
"2025-08-11 00:00:00",2.046645673,662552954.299377,2046645673,617873,323690539.855551
"2025-08-12 00:00:00",2.222596274,723223613.638752,2222596274,605824,323762992.337884
"2025-08-13 00:00:00",2.263184694,732225782.869904,2263184694,602910,323764968.262218
"2025-08-14 00:00:00",2.04978646,674000021.328825,2049786460,642589,327768761.408141
"2025-08-15 00:00:00",1.933659612,633897719.743365,1933659612,620478,327786268.227221
"2025-08-16 00:00:00",2.006571865,657411012.187916,2006571865.0000002,594043,327786466.436823
"2025-08-17 00:00:00",2.074328462,679936705.654385,2074328462,651670,327786540.186837
"2025-08-18 00:00:00",1.986169687,650973838.019166,1986169687,621543,327799001.477591
"2025-08-19 00:00:00",1.98787608,651884146.394602,1987876080,623035,327799446.374972
"2025-08-20 00:00:00",2.249489184,737887258.010375,2249489184,625019,327799617.151422
"2025-08-21 00:00:00",2.334520994,765116164.969751,2334520994,659686,327838185.978499
"2025-08-22 00:00:00",2.680797312,880243106.303553,2680797312,691767,327878918.236743
"2025-08-23 00:00:00",2.668771137,876141504.55977,2668771137,712024,327988820.279658
"2025-08-24 00:00:00",2.552795528,838733951.397039,2552795528,699032,328499076.448625
"2025-08-25 00:00:00",2.362829898,776305132.518482,2362829898,663483,328499083.956223
"2025-08-26 00:00:00",2.353176922,774032523.355254,2353176922,643991,328500572.766012
"2025-08-27 00:00:00",2.158101224,714588121.08701,2158101224,643780,331000579.598936
"2025-08-28 00:00:00",2.111100077,700060079.31957,2111100077.0000002,669379,331000770.514043
"2025-08-29 00:00:00",2.015933376,667348288.326163,2015933376,656763,331004010.791969
"2025-08-30 00:00:00",1.995660676,660801956.839369,1995660676,693772,331004024.591947
"2025-08-31 00:00:00",1.926878061,637529371.932301,1926878061,687852,331004025.214565
"2025-09-01 00:00:00",1.806260019,597497929.790624,1806260019,729545,331004026.01926
"2025-09-02 00:00:00",1.929122139,638559180.569099,1929122139,747957,331004075.410655
"2025-09-03 00:00:00",1.992885205,659351662.348653,1992885205,734504,331048212.085448
"2025-09-04 00:00:00",2.006913942,665121488.050007,2006913942.0000002,753998,331201512.441508
"2025-09-05 00:00:00",1.975333456,654340840.388397,1975333456,795736,331206289.322305
"2025-09-06 00:00:00",2.00042268,662780448.410601,2000422679.9999998,787546,331206197.810065
"2025-09-07 00:00:00",1.991115019,661054718.46181,1991115019,807633,331264611.403632
"2025-09-08 00:00:00",1.952181739,645490269.919789,1952181739,790980,331414687.043141
"2025-09-09 00:00:00",1.946786871,645270343.427472,1946786871,851791,336748018.703109
"2025-09-10 00:00:00",1.989343507,659448516.364048,1989343507,809866,336766544.497665
"2025-09-11 00:00:00",2.125022758,704256447.744785,2125022758,794241,336766849.545123
"2025-09-12 00:00:00",2.197176929,728024694.308613,2197176929,807391,337270238.69444
"2025-09-13 00:00:00",2.105700846,697379715.973095,2105700846,821460,337270244.742252
"2025-09-14 00:00:00",2.027646163,671766199.330014,2027646163,824184,337292799.814469
"2025-09-15 00:00:00",1.973368241,653993770.751612,1973368241,859679,337296832.344542
"2025-09-16 00:00:00",1.992582977,660202157.401027,1992582977,872740,337297853.116306
"2025-09-17 00:00:00",2.063152628,683455893.549264,2063152628,897334,337800976.457301
"2025-09-18 00:00:00",2.325844663,768320791.785042,2325844663,896015,337801055.975246
"2025-09-19 00:00:00",2.086354768,691652882.717043,2086354768,870024,337801056.201791
"2025-09-20 00:00:00",2.006570491,664867848.326599,2006570491.0000002,820474,338807318.455788
"2025-09-21 00:00:00",1.962074461,650652570.224435,1962074461,816202,338807400.101859
"2025-09-22 00:00:00",1.833566084,607623282.745131,1833566084,831526,338809896.298824
"2025-09-23 00:00:00",1.726964215,572348308.016173,1726964215,810921,338809892.308278
"2025-09-24 00:00:00",1.733323361,574453046.614436,1733323361,768874,338809896.298824
"2025-09-25 00:00:00",1.623369789,538693170.054479,1623369789,683106,338809911.464608
"2025-09-26 00:00:00",1.694090249,561398335.669946,1694090249,691809,338939592.551001
"2025-09-27 00:00:00",1.687162167,559045339.251809,1687162167,647092,338958538.154873
"2025-09-28 00:00:00",1.749779288,579992210.555372,1749779288,643770,338958620.467901
"2025-09-29 00:00:00",1.737525281,575937217.151856,1737525281,642287,338990739.516994
"2025-09-30 00:00:00",1.699201084,563023520.684788,1699201084,635904,338990781.38668
"2025-10-01 00:00:00",1.833116407,606636570.205188,1833116407,679019,349997030.973984
"2025-10-02 00:00:00",1.955852807,647993590.472949,1955852807,739159,338994018.295607
"2025-10-03 00:00:00",1.878880881,653905578.24915,1878880881,772597,338994074.499561
"2025-10-04 00:00:00",1.856351493,645028828.343337,1856351493,763601,349997032.973984
"2025-10-05 00:00:00",1.88051724,653133786.936692,1880517240,823230,350014123.150383
"2025-10-06 00:00:00",1.917373506,666314427.755454,1917373506,760493,350123792.190914
"2025-10-07 00:00:00",1.782406265,619511735.099117,1782406265,760549,350123795.467757
"2025-10-08 00:00:00",1.788192956,621725415.080501,1788192956,776646,350144622.662586
"2025-10-09 00:00:00",1.705360231,889679348.90018,1705360231,734397,350388993.24957
"2025-10-10 00:00:00",1.374828543,717630407.034154,1374828543,793123,350389026.32223
"2025-10-11 00:00:00",1.606404234,839093788.547779,1606404234,816233,350389020.351428
"2025-10-12 00:00:00",1.971735173,1030294688.29957,1971735173,726623,350389026.32223
"2025-10-13 00:00:00",1.983752138,1036625512.33643,1983752138,711132,355391203.43192
"2025-10-14 00:00:00",1.989231627,1038368220.29583,1989231627,711265,355390382.222041
"2025-10-15 00:00:00",1.900509141,992930495.867339,1900509141,710046,355391155.207201
"2025-10-16 00:00:00",1.771285672,924642701.831131,1771285672,705311,355391216.757558
"2025-10-17 00:00:00",1.766589939,922032180.841685,1766589939,724108,355400231.933116
"2025-10-18 00:00:00",1.889224636,984355140.100477,1889224636,662583,355400268.339144
"2025-10-19 00:00:00",1.937780597,1012813931.74981,1937780597,677083,355823752.645242
"2025-10-20 00:00:00",1.933239125,1009998292.42718,1933239125,679832,355926552.195482
"2025-10-21 00:00:00",1.854035998,970367611.300303,1854035998,885776,355926553.299176
"2025-10-22 00:00:00",1.823605764,953431934.089877,1823605764,717657,356426553.299176
"2025-10-23 00:00:00",1.904995921,996097472.341057,1904995921,766433,356676553.299176
"2025-10-24 00:00:00",2.028236404,1061301681.75973,2028236403.9999998,735406,356686773.608333
"2025-10-25 00:00:00",1.995893254,1044484537.97829,1995893254,699684,356686800.026908
"2025-10-26 00:00:00",2.093367564,1096424203.0904,2093367563.9999998,726867,356687446.590163
"2025-10-27 00:00:00",2.053067928,1074927609.25034,2053067928,738284,356703081.259832
"2025-10-28 00:00:00",1.928472894,1008920637.68981,1928472894,992610,357703081.259832
"2025-10-29 00:00:00",1.97751315,1034787553.66564,1977513150,832744,357703081.864681
"2025-10-30 00:00:00",1.957389447,1026301436.71214,1957389447,770712,357703113.519361
"2025-10-31 00:00:00",1.960971151,1028149208.54269,1960971151,899285,355210540.559542
"2025-11-01 00:00:00",2.030969666,1064254752.13542,2030969665.9999998,848152,355210701.665515
"2025-11-02 00:00:00",2.07300695,1087095104.46094,2073006950,865820,355426016.790955
"2025-11-03 00:00:00",1.847801179,967449050.777573,1847801179,962214,355426969.410831
"2025-11-04 00:00:00",1.631336178,854636040.906832,1631336178,1219893,355426977.851297
"2025-11-05 00:00:00",1.704600249,894037390.550294,1704600249,924225,355409029.330502
"2025-11-06 00:00:00",1.696242865,888651108.667068,1696242865,1245599,355446166.375797
"2025-11-07 00:00:00",1.771292987,928632441.967947,1771292987,871635,355446166.334196
"2025-11-08 00:00:00",1.834066624,961931750.849065,1834066624,705949,355446166.375797
"2025-11-09 00:00:00",1.974686788,1035286992.29033,1974686788,690334,355499733.839673
"2025-11-10 00:00:00",2.013476985,1063030797.66787,2013476985,665550,358000022.673597
"2025-11-11 00:00:00",1.988623748,1048150430.12492,1988623748,719252,358011962.777764
"2025-11-12 00:00:00",2.005811596,1057443039.19398,2005811596,741228,358000022.673597
"2025-11-13 00:00:00",2.051371152,1082218910.48611,2051371152.0000002,620258,358014894.580694
"2025-11-14 00:00:00",1.99912509,1054188465.24893,1999125090,630964,358086802.445574
"2025-11-15 00:00:00",1.999076093,1054262570.69609,1999076093,587175,358126400.777934
"2025-11-16 00:00:00",2.0001805,1054123950.40374,2000180500,535383,358126407.328392
"2025-11-17 00:00:00",1.810988624,954362898.819361,1810988624,544587,358126407.719375
"2025-11-18 00:00:00",1.886375694,994189633.966077,1886375694,499203,358426407.719375
"2025-11-19 00:00:00",1.854950667,978519299.317369,1854950667,512807,358426406.719375
"2025-11-20 00:00:00",1.594086493,842515213.963389,1594086493,930058,358841942.263095
"2025-11-21 00:00:00",1.511001854,796981321.133784,1511001854,446853,359633603.96219
"2025-11-22 00:00:00",1.491589395,788509875.215083,1491589395,431871,360245372.691286
"2025-11-23 00:00:00",1.491887266,788520782.562865,1491887266,445870,360290345.589261
"2025-11-24 00:00:00",1.554560651,822331821.695269,1554560651,448663,360290341.56856
"2025-11-25 00:00:00",1.527356542,808865978.693129,1527356542,433260,360292388.328755
"2025-11-26 00:00:00",1.510297642,798285357.404074,1510297642,1479727,360292473.811306
"2025-11-27 00:00:00",1.532669057,810520717.227294,1532669057,433530,360294822.777064
"2025-11-28 00:00:00",1.531720928,810684093.478352,1531720928,442388,360306179.408831
"2025-11-29 00:00:00",1.490845631,790440967.134497,1490845631,407465,360507622.063727
"2025-11-30 00:00:00",1.459606426,774490882.761424,1459606426,408335,360307116.605043
"2025-12-01 00:00:00",1.384735341,734775492.754356,1384735341,415210,360440451.085881
"2025-12-02 00:00:00",1.46255005,775111945.333867,1462550050,1845262,360507623.063727
"2025-12-03 00:00:00",1.492258758,790506921.526524,1492258758,441774,360579378.183386
"2025-12-04 00:00:00",1.429016321,757650326.138379,1429016321,433610,360579539.615433
"2025-12-05 00:00:00",1.292391,696267840.514476,1292391000,440991,365717655.549027
"2025-12-06 00:00:00",1.244289614,670046821.316398,1244289614,388772,365717655.549027
"2025-12-07 00:00:00",1.199111151,645617905.319934,1199111151,395011,370272585.476814
"2025-12-08 00:00:00",1.206580618,650165288.646796,1206580618,382799,374122839.671344
"2025-12-09 00:00:00",1.289703902,696819447.230352,1289703902,837254,374124622.824069
"2025-12-10 00:00:00",1.236275251,668316338.452685,1236275251,392901,374274622.824069
"2025-12-11 00:00:00",1.220533913,658601506.397923,1220533913,378689,990421128.9
"2025-12-12 00:00:00",1.176606241,635680272.048668,1176606241,380612,990421128.9
"2025-12-13 00:00:00",1.141491767,616894906.259634,1141491767,379540,977153765.387504
"2025-12-14 00:00:00",1.114165623,601759188.54278,1114165623,378520,374979967.391394
"2025-12-15 00:00:00",1.13808714,615156125.213043,1138087140,388616,374979978.103742
"2025-12-16 00:00:00",1.179278784,636834677.44678,1179278784,376739,374981480.346602
"2025-12-17 00:00:00",1.170709027,632874909.14826,1170709027,376405,375013879.859873
"2025-12-18 00:00:00",1.133213987,612600890.06891,1133213987,381698,375017168.434849
"2025-12-19 00:00:00",1.216690119,657821777.650019,1216690119,378539,375025430.750589
"2025-12-20 00:00:00",1.21407831,656379656.006658,1214078310,371322,375025435.8066
"2025-12-21 00:00:00",1.228497137,663953181.537163,1228497137,378252,375025435.8066
"2025-12-22 00:00:00",1.205932057,652260028.502982,1205932057,394015,375025435.8066
"2025-12-23 00:00:00",1.18354192,640569796.972608,1183541920,402135,375025435.8066
"2025-12-24 00:00:00",1.162922097,629362537.175305,1162922097,380890,375028502.561935
"2025-12-25 00:00:00",1.119322669,605966207.148737,1119322669,381357,375028502.561935
"2025-12-26 00:00:00",1.17352655,635418525.283256,1173526550,392247,375181664.840966
"2025-12-27 00:00:00",1.185596694,641559457.807098,1185596694,415479,375194626.302516
"2025-12-28 00:00:00",1.172256996,634894260.199786,1172256996,394786,375194627.023867
"2025-12-29 00:00:00",1.165870618,631256260.527644,1165870618,429219,375325262.91715
"2025-12-30 00:00:00",1.129477794,611887928.298167,1129477794,404805,375325262.91715
"2025-12-31 00:00:00",1.090324027,590432772.57922,1090324027,430327,375596929.007849
"2026-01-01 00:00:00",1.100362716,596259054.295572,1100362716,431785,375596929.007849
"2026-01-02 00:00:00",1.127339765,611386606.696565,1127339765,437543,375600125.396903
"2026-01-03 00:00:00",1.140165341,618028381.528468,1140165341,448093,375600128.42712
"2026-01-04 00:00:00",1.160234249,627973063.25693,1160234249,437483,375636256.752375
"2026-01-05 00:00:00",1.217894811,660859986.596602,1217894811,446340,375636256.752375
"2026-01-06 00:00:00",1.272652888,690386811.576821,1272652888,447946,375670156.354926
"2026-01-07 00:00:00",1.24015866,673375418.871682,1240158660,463315,375681705.787243
"2026-01-08 00:00:00",1.212527394,658704992.541477,1212527394,456825,375681718.487531
"2026-01-09 00:00:00",1.250184755,677909221.999171,1250184755,474041,377593177.006035
"2026-01-10 00:00:00",1.291897072,700603805.426475,1291897072,445110,377593173.949166
"2026-01-11 00:00:00",1.292443981,700959483.32232,1292443981,443293,377596363.37078
"2026-01-12 00:00:00",1.288144245,699702003.719746,1288144245,1762258,378399573.561396
"2026-01-13 00:00:00",1.376287982,746808517.81996,1376287982,469736,378399579.818028
"2026-01-14 00:00:00",1.409805286,765974082.548285,1409805286,544066,378400596.340206
"2026-01-15 00:00:00",1.397796997,759782749.473124,1397796997,440177,378404594.629118
"2026-01-16 00:00:00",1.351583316,734874340.530964,1351583316,423269,378412340.74784
"2026-01-17 00:00:00",1.308905916,711855781.575798,1308905916,407653,378412972.729834
"2026-01-18 00:00:00",1.320127119,718457572.834846,1320127119,414670,378417124.908108
"2026-01-19 00:00:00",1.286612783,700079035.095824,1286612783,427999,378413258.401049
"2026-01-20 00:00:00",1.140764418,620773502.560006,1140764418,462556,378413269.565252
"2026-01-21 00:00:00",1.178527994,641571081.936662,1178527994,427280,378413269.567025
"2026-01-22 00:00:00",1.193651456,649862378.985115,1193651456,428571,378423818.05374
"2026-01-23 00:00:00",1.193739899,649869060.996617,1193739899,417557,378575872.976768
"2026-01-24 00:00:00",1.194865489,650589365.48204,1194865489,427184,378576493.483733
"2026-01-25 00:00:00",1.143396712,622170473.519846,1143396712,431273,378579235.156639
"2026-01-26 00:00:00",1.244771506,678554020.405479,1244771506,449759,378591208.203196
"2026-01-27 00:00:00",1.194930474,651026057.499782,1194930474,469459,378659515.007264
"2026-01-28 00:00:00",1.206898999,657504517.53783,1206898999,467105,378659515.007264
"2026-01-29 00:00:00",1.199618913,653645737.735558,1199618913,436135,378659515.630348
"2026-01-30 00:00:00",1.205331631,657441834.591838,1205331631,421786,378667538.205144
"2026-01-31 00:00:00",1.135261433,619022742.519062,1135261433,450992,378671777.07255
"2026-02-01 00:00:00",1.108071982,604648816.036196,1108071982,403001,378671779.212446
"2026-02-02 00:00:00",1.232148197,672576148.521796,1232148197,409212,378671802.324461
"2026-02-03 00:00:00",1.253943266,684953806.419636,1253943266,390615,378821802.324461
"2026-02-04 00:00:00",1.198619093,654107996.683367,1198619093,372460,378822696.575871
"2026-02-05 00:00:00",1.027205222,560762838.918064,1027205222.0000001,394727,378822696.575871
"2026-02-06 00:00:00",1.188941186,649681268.548253,1188941186,347783,378833170.780181
"2026-02-07 00:00:00",1.175155237,641529190.879642,1175155237,325153,378833508.371611
"2026-02-08 00:00:00",1.159515855,633306500.550174,1159515855,324781,378833508.371611
"2026-02-09 00:00:00",1.156033073,631427737.138522,1156033073,316253,378834102.09546
"2026-02-10 00:00:00",1.144303994,625410113.090105,1144303994,319978,378834102.09546
"2026-02-11 00:00:00",1.079100766,589315391.040561,1079100766,307770,378834102.09546
"2026-02-12 00:00:00",1.106694373,604380848.279663,1106694373,298129,378843903.623333
"2026-02-13 00:00:00",1.184578111,647404878.505127,1184578111,334041,378965439.823333
"2026-02-14 00:00:00",1.394800678,761286147.320087,1394800678,309290,378965589.302996
"2026-02-15 00:00:00",1.332325053,728404548.182258,1332325053,319325,378965589.302996
"2026-02-16 00:00:00",1.365859274,746204069.515887,1365859274,323958,378965632.430938
"2026-02-17 00:00:00",1.49750513,815633842.190233,1497505130,316675,378965632.430938
"2026-02-18 00:00:00",1.463084087,800809871.320677,1463084087,319481,379665187.306381
"2026-02-19 00:00:00",1.381620823,757085129.652462,1381620823,351475,379755741.111539
"2026-02-20 00:00:00",1.576154813,866723372.015566,1576154813,322995,379755755.636812
"2026-02-21 00:00:00",1.619980849,887573003.529638,1619980849,334041,379778064.47298
"2026-02-22 00:00:00",1.59546664,873555133.378396,1595466640,316549,379784904.571989
"2026-02-23 00:00:00",1.572824362,560979453.189831,1572824362,316500,379784936.99142
"2026-02-24 00:00:00",1.740403891,621556950.440592,1740403891,314413,382446878.160366
"2026-02-25 00:00:00",1.820488609,652490817.331221,1820488609,315470,382447169.816813
"2026-02-26 00:00:00",1.8549299,1016928832.64529,1854929900,1290650,386502025.781549
"2026-02-27 00:00:00",1.837380567,1006181720.48745,1837380567,1583536,390565918.747105
"2026-02-28 00:00:00",1.765712046,968809649.372965,1765712046,1839656,390565956.184448
"2026-03-01 00:00:00",1.744800243,959239031.333188,1744800243,302765,394086180.324448
"2026-03-02 00:00:00",1.927700784,1058166526.0895,1927700784,327642,394086180.324448
"2026-03-03 00:00:00",1.958632107,1075449671.55372,1958632107,375781,397692215.485627
"2026-03-04 00:00:00",1.86806278,1026110396.43738,1868062780,358230,401186445.398412
"2026-03-05 00:00:00",1.940374786,1065109459.26883,1940374786,333686,402530798.73198
"2026-03-06 00:00:00",1.795851569,986597183.476345,1795851569,310519,402590360.20981
"2026-03-07 00:00:00",1.832735243,1006003404.25059,1832735243,349422,402590394.659499
"2026-03-08 00:00:00",1.87310655,1028551414.7675,1873106550,330350,402590394.659499
"2026-03-09 00:00:00",1.900082335,1043763478.42557,1900082335,327765,402609809.588145
"2026-03-10 00:00:00",1.953071029,1072812509.06768,1953071029,361503,403165990.088616
"2026-03-11 00:00:00",1.933463015,1062481860.40088,1933463015,333933,403169222.025415
"2026-03-12 00:00:00",1.986155473,1091297312.696,1986155473,344178,403336420.936
"2026-03-13 00:00:00",1.861695984,1023163582.01878,1861695984,348654,403345133.439941
"2026-03-14 00:00:00",1.895252346,1041676320.49401,1895252346,345440,403345762.424078
"2026-03-15 00:00:00",1.926477649,1058864996.79319,1926477649,341607,403878423.558412
"2026-03-16 00:00:00",1.826835816,1006651444.49017,1826835816,359565,403883824.220484
"2026-03-17 00:00:00",1.807873014,996649711.686942,1807873014,292269,403883824.220484
"2026-03-18 00:00:00",1.79,980800866,1790000000,,
